,Title,Year,RuntimeMin,GenreMain,RatingAvg,Votes,Studio,GrossLifetime,Awards,Nominations
179716,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,Adventure,6.9,353737.0,BV,291710957.0,1.0,3.0
180056,Reversal of Fortune,2003,110,Comedy,6.0,171.0,WB,15445131.0,1.0,3.0
180212,Syriana,2005,128,Drama,6.9,123304.0,WB,50824620.0,1.0,2.0
180397,Happy Feet,2006,108,Adventure,6.4,164251.0,WB,198000317.0,1.0,1.0
180531,Pride and Prejudice,2003,104,Comedy,5.1,2378.0,Focus,38405088.0,1.0,1.0
181300,The Sea Inside,2004,126,Biography,8.0,75251.0,FL,2104923.0,1.0,2.0
181931,Gone with the Wind,1954,100,NaN,7.5,30.0,MGM,198676459.0,10.0,13.0
182123,Superman,1980,135,Fantasy,4.6,65.0,WB,134218018.0,1.0,3.0
182455,Limelight,2003,90,Comedy,8.8,8.0,Magn.,60335.0,1.0,7.0
182509,Saving Face,2001,NaN,Comedy,5.2,13.0,SPC,1187266.0,1.0,1.0
183070,Sideways,2004,127,Comedy,7.5,174711.0,FoxS,71503593.0,1.0,5.0
183188,Crash,2004,112,Crime,7.8,410878.0,Lions,54580300.0,3.0,6.0
183500,Frozen,2005,90,Thriller,5.6,559.0,BV,400738009.0,2.0,2.0
184343,Tango,1979,53,Documentary,6.7,7.0,SPC,1897948.0,1.0,1.0
184622,Capote,2005,114,Biography,7.3,121389.0,SPC,28750530.0,1.0,5.0
185674,Ratatouille,2007,111,Adventure,8.0,613111.0,BV,206445654.0,1.0,5.0
185857,Pirates of the Caribbean: Dead Man's Chest,2006,151,Action,7.3,635561.0,BV,423315812.0,1.0,4.0
186059,Saving Face,2004,91,Comedy,7.4,9497.0,SPC,1187266.0,1.0,1.0
186367,The Golden Compass,2007,113,Adventure,6.1,174824.0,NL,70107728.0,1.0,2.0
186571,Inside Out,2005,90,Drama,5.4,397.0,BV,356461711.0,1.0,2.0
186733,The Constant Gardener,2005,129,Drama,7.4,128988.0,Focus,33579797.0,1.0,4.0
187166,Brokeback Mountain,2005,134,Drama,7.7,312021.0,Focus,83043761.0,3.0,8.0
188876,Spartacus,1913,88,Biography,5.7,50.0,Uni.,1830650.0,4.0,6.0
188991,The Producers,2005,134,Comedy,6.3,39639.0,Uni.,19398532.0,1.0,2.0
189005,Being There,1999,50,Documentary,6.7,19.0,MGM,30177511.0,1.0,2.0
189514,Memoirs of a Geisha,2005,145,Drama,7.4,134986.0,Sony,57490508.0,3.0,6.0
190345,Fantasia,2004,103,Comedy,5.2,286.0,Dis.,76408097.0,2.0,0.0
191189,Million Dollar Baby,2004,132,Drama,8.1,612186.0,WB,100492203.0,4.0,7.0
191294,All the King's Men,2006,128,Drama,6.2,23124.0,Sony,7221458.0,3.0,7.0
191556,Joker,2000,NaN,Comedy,6.4,177.0,UTV,169181.0,2.0,11.0
191762,The Departed,2006,151,Crime,8.5,1136372.0,WB,132384315.0,4.0,5.0
191841,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,Drama,7.3,333249.0,P/DW,52898073.0,1.0,3.0
192100,White Nights,2005,91,Drama,7.6,16.0,Col.,42160849.0,1.0,2.0
192637,Gravity,2004,83,Drama,6.0,21.0,WB,274092705.0,7.0,10.0
192854,Elizabeth: The Golden Age,2007,114,Biography,6.8,64678.0,Uni.,16383509.0,1.0,2.0
193497,Room,2005,75,Drama,4.4,414.0,A24,14677654.0,1.0,4.0
193498,Room,2005,75,Drama,4.4,414.0,7F,5228.0,1.0,4.0
194663,The Curious Case of Benjamin Button,2008,166,Drama,7.8,564491.0,Par.,127509326.0,3.0,13.0
194804,Iris,2004,99,Drama,6.2,69.0,Mira.,5594617.0,1.0,3.0
194854,Marie Antoinette,2006,123,Biography,6.4,96782.0,Sony,15962471.0,1.0,1.0
194962,White Nights,2003,103,Drama,7.7,885.0,Col.,42160849.0,1.0,2.0
195741,Feast,2005,95,Action,6.3,28963.0,W/Dim.,56131.0,1.0,1.0
197742,Toy Story 3,2010,103,Adventure,8.3,726942.0,BV,415004880.0,2.0,5.0
197946,The Queen,2006,103,Biography,7.3,100883.0,Mira.,56441711.0,1.0,6.0
198889,The Bourne Ultimatum,2007,115,Action,8.0,592214.0,Uni.,227471070.0,3.0,3.0
199433,Lincoln,2012,150,Biography,7.3,236979.0,BV,182207973.0,2.0,12.0
199472,Dreamgirls,2006,130,Drama,6.5,66566.0,P/DW,103365956.0,2.0,8.0
200655,Little Miss Sunshine,2006,101,Comedy,7.8,425089.0,FoxS,59891098.0,2.0,4.0
200708,Babel,2006,143,Drama,7.4,281677.0,ParV,34302837.0,1.0,7.0
200710,Champion,2005,82,Documentary,7.1,398.0,AAE,175232.0,1.0,6.0
201820,Life of Pi,2012,127,Adventure,7.9,560422.0,Fox,124987023.0,4.0,11.0
202006,The Last King of Scotland,2006,123,Biography,7.7,170698.0,FoxS,17606684.0,1.0,1.0
204043,Michael Clayton,2007,119,Crime,7.2,152198.0,WB,49033882.0,1.0,7.0
204325,The Omen,2006,110,Horror,5.5,55036.0,Fox,60922980.0,1.0,2.0
204404,Juno,2007,96,Comedy,7.4,478692.0,FoxS,143495265.0,1.0,4.0
204602,Tsotsi,2005,94,Crime,7.2,27264.0,Mira.,2912606.0,1.0,1.0
204603,The Dark Knight,2008,152,Action,9.0,2200093.0,WB,534858444.0,2.0,8.0
204755,There Will Be Blood,2007,158,Drama,8.2,490837.0,ParV,40222514.0,2.0,8.0
205076,Ex Machina,2014,108,Drama,7.7,451009.0,A24,25442958.0,1.0,2.0
206059,Darkest Hour,2005,96,Horror,4.1,76.0,Focus,56468410.0,2.0,6.0
206363,The Brave One,2007,122,Action,6.7,57093.0,WB,36793804.0,1.0,3.0
206435,No Country for Old Men,2007,122,Crime,8.1,811174.0,Mira.,74283625.0,4.0,8.0
206654,The Last Days,2005,NaN,Action,6.9,28.0,Oct.,421432.0,1.0,1.0
206718,The Substitute,2007,93,Comedy,5.8,3061.0,Orion,14818176.0,1.0,1.0
209624,Charly,2007,95,Drama,5.7,114.0,Excel,814666.0,1.0,1.0
210198,An Inconvenient Truth,2006,96,Documentary,7.4,79099.0,ParC,24146161.0,2.0,2.0
210293,Vicky Cristina Barcelona,2008,96,Comedy,7.1,235631.0,MGM/W,23216709.0,1.0,1.0
210452,Letters from Iwo Jima,2006,141,Action,7.9,150276.0,WB,13756082.0,1.0,4.0
210681,Avatar,2009,162,Action,7.8,1087737.0,Fox,760507625.0,3.0,9.0
212151,The Wolfman,2010,103,Drama,5.8,100644.0,Uni.,61979680.0,1.0,1.0
212309,Atonement,2007,123,Drama,7.8,238714.0,Focus,50927067.0,1.0,7.0
212717,Dallas Buyers Club,2013,117,Biography,8.0,422061.0,Focus,27298285.0,3.0,6.0
213169,Star Trek,2009,127,Action,7.9,567405.0,Par.,257730019.0,1.0,4.0
213370,Inside Out,2006,52,Documentary,5.9,7.0,BV,356461711.0,1.0,2.0
214017,The Danish Girl,2015,119,Biography,7.1,156231.0,Focus,11114018.0,1.0,4.0
214226,Love Story,2006,110,Documentary,7.1,59.0,Par.,106397186.0,1.0,7.0
214241,Rocky,2006,125,Action,4.0,301.0,UA,117235147.0,3.0,10.0
214417,Speed,2007,102,Action,2.9,494.0,Fox,121248145.0,2.0,3.0
214428,Interstellar,2014,169,Adventure,8.6,1403089.0,Par.,188020017.0,1.0,5.0
216549,Taxi to the Dark Side,2007,106,Crime,7.4,14445.0,Think,274661.0,1.0,1.0
216551,American Dream,2008,90,Drama,5.5,48.0,Mira.,269823.0,1.0,1.0
216936,The Duchess,2008,110,Biography,6.9,75701.0,ParV,13848978.0,1.0,2.0
217497,The Blind Side,2009,129,Biography,7.6,280170.0,WB,255959475.0,1.0,2.0
217671,Love Story,2006,96,Romance,5.6,30.0,Par.,106397186.0,1.0,7.0
217843,The Shape of Water,2006,70,Documentary,7.5,30.0,FoxS,63859435.0,4.0,13.0
217852,The Hurt Locker,2008,131,Drama,7.6,408095.0,Sum.,17017811.0,6.0,9.0
218179,Missing,2008,118,Drama,4.8,450.0,Uni.,14000000.0,1.0,4.0
218754,Once,2007,86,Drama,7.8,107837.0,FoxS,9439923.0,1.0,1.0
218806,Dead Man Walking,2006,85,Documentary,8.2,24.0,Gram.,39363635.0,1.0,4.0
219563,The Box,2007,87,Crime,4.6,439.0,WB,15051977.0,1.0,1.0
220320,Black Swan,2010,108,Drama,8.0,676232.0,FoxS,106954678.0,1.0,5.0
220343,The Accountant,2000,106,Drama,7.9,8.0,WB,86260045.0,1.0,1.0
220788,The Ten Commandments,2007,88,Animation,2.9,2221.0,Par.,65500000.0,1.0,7.0
221082,The Young Victoria,2009,105,Biography,7.3,55953.0,App.,11001272.0,1.0,3.0
221182,The Fighter,2010,116,Biography,7.8,328896.0,Par.,93617009.0,2.0,7.0
221404,Hugo,2011,126,Drama,7.5,295117.0,Par.,73864507.0,5.0,11.0
221641,The Reader,2008,124,Drama,7.6,224565.0,Wein.,34194407.0,1.0,5.0
224052,The Iron Lady,2011,105,Biography,6.4,99669.0,Wein.,30017992.0,2.0,2.0
224811,Slumdog Millionaire,2008,120,Drama,8.0,774951.0,FoxS,141319928.0,8.0,10.0
224994,Cocoon,2020,95,Drama,7.1,87.0,Fox,76113124.0,2.0,2.0
225749,Milk,2008,128,Biography,7.5,160503.0,Focus,31841299.0,2.0,8.0
227401,Selma,2014,128,Biography,7.5,80911.0,Par.,52076908.0,1.0,2.0
227709,My Fair Lady,2019,NaN,Musical,6.8,41.0,WB,72000000.0,8.0,12.0
228471,Ghost,2020,88,Drama,5.6,164.0,Par.,217631306.0,2.0,5.0
228522,Argo,2012,120,Biography,7.7,555687.0,WB,136025503.0,3.0,7.0
230587,The Descendants,2011,115,Comedy,7.3,227966.0,FoxS,82584160.0,1.0,5.0
230647,Midnight in Paris,2019,75,Comedy,7.4,5.0,SPC,56817045.0,1.0,4.0
231752,A Midsummer Night's Dream,2019,180,Comedy,8.6,88.0,FoxS,16071990.0,2.0,11.0
233837,Silver Linings Playbook,2012,122,Comedy,7.7,642378.0,Wein.,132092958.0,1.0,8.0
234945,Up,2009,96,Adventure,8.2,894506.0,BV,293004164.0,2.0,5.0
234946,Up,2009,96,Adventure,8.2,894506.0,BV,293004164.0,1.0,1.0
236483,The Fugitive,2019,98,Drama,3.6,51.0,WB,183875760.0,1.0,7.0
238724,Boyhood,2014,165,Drama,7.9,326342.0,IFC,25352281.0,1.0,6.0
239763,Departures,2008,130,Drama,8.1,46768.0,Reg.,1498210.0,1.0,1.0
240218,Frozen,2007,109,Drama,7.1,188.0,BV,400738009.0,2.0,2.0
240868,Skyfall,2012,143,Action,7.7,613165.0,Sony,304360277.0,2.0,5.0
248458,Somebody Up There Likes Me,2019,82,Biography,7.6,11.0,Trib.,89435.0,2.0,3.0
250896,Fantasia,2019,95,Drama,5.5,39.0,Dis.,76408097.0,2.0,0.0
253306,Morning Glory,2010,107,Comedy,6.5,70327.0,Par.,31011732.0,1.0,1.0
254686,The Girl with the Dragon Tattoo,2009,152,Crime,7.8,203835.0,MBox,10095170.0,1.0,5.0
258605,Brave,2007,92,Action,4.1,323.0,BV,237283207.0,1.0,1.0
259774,Man on Wire,2008,94,Biography,7.7,51119.0,Magn.,2962242.0,1.0,1.0
266687,Brave,2010,169,Action,4.6,6940.0,BV,237283207.0,1.0,1.0
268317,Rango,2011,107,Adventure,7.2,226646.0,Par.,123477607.0,1.0,1.0
270692,The Muppets,2011,120,Adventure,7.1,85064.0,BV,88631237.0,1.0,1.0
270704,Missing,2019,85,Drama,5.0,8.0,Uni.,14000000.0,1.0,4.0
273392,Brave,2012,93,Adventure,7.1,358012.0,BV,237283207.0,1.0,1.0
274519,Aladdin,2009,132,Action,4.6,2624.0,BV,217350219.0,2.0,5.0
275116,Sideways,2009,124,Drama,5.9,159.0,FoxS,71503593.0,1.0,5.0
275790,The Artist,2008,100,Comedy,7.0,368.0,Wein.,44671682.0,5.0,10.0
276382,Henry V,2007,154,Drama,4.7,19.0,Gold.,10161099.0,1.0,3.0
276383,Henry V,2007,154,Drama,4.7,19.0,Gold.,10161099.0,1.0,4.0
276422,Coco,2009,95,Comedy,3.3,1381.0,BV,209726015.0,2.0,2.0
276465,Crazy Heart,2009,112,Drama,7.2,81944.0,FoxS,39464306.0,2.0,3.0
277476,Milk,2008,102,Drama,6.6,2808.0,Focus,31841299.0,2.0,8.0
277504,The Social Network,2010,120,Biography,7.7,596072.0,Sony,96962694.0,3.0,8.0
278557,The Secret in Their Eyes,2009,129,Drama,8.2,183082.0,SPC,6391436.0,1.0,1.0
278949,The Cove,2009,92,Biography,8.4,46371.0,RAtt.,857005.0,1.0,1.0
279626,Frozen,2010,93,Adventure,6.1,65228.0,BV,400738009.0,2.0,2.0
279975,Saving Face,2008,82,Documentary,5.6,16.0,SPC,1187266.0,1.0,1.0
280113,Cyrano de Bergerac,2008,140,Drama,7.0,19.0,OrionC,5820020.0,1.0,5.0
280114,Cyrano de Bergerac,2008,140,Drama,7.0,19.0,OrionC,5820020.0,1.0,1.0
280505,Affliction,2008,95,Drama,7.0,97.0,Lions,6330054.0,1.0,2.0
280624,Arthur,2011,110,Comedy,5.7,49949.0,WB,95461682.0,2.0,4.0
280675,The Revenant,2009,117,Comedy,6.3,10444.0,Fox,183637894.0,3.0,12.0
281338,In a Better World,2010,118,Drama,7.6,37510.0,SPC,1008098.0,1.0,1.0
281738,The Great Gatsby,2013,143,Drama,7.2,457183.0,Par.,20563273.0,2.0,2.0
281739,The Great Gatsby,2013,143,Drama,7.2,457183.0,Par.,20563273.0,2.0,2.0
282054,The Box,2003,68,Drama,6.6,35.0,WB,15051977.0,1.0,1.0
282598,A Midsummer Night's Dream,2009,105,Drama,5.5,19.0,FoxS,16071990.0,2.0,11.0
282786,Giant,2009,84,Drama,6.8,2001.0,WB,177909.0,1.0,10.0
283576,Inception,2010,148,Action,8.8,1952097.0,WB,292576195.0,4.0,8.0
284213,Suicide Squad,2016,123,Action,6.0,574784.0,WB,325100054.0,1.0,1.0
284215,Total Recall,2012,118,Action,6.3,234831.0,Sony,119412921.0,1.0,2.0
284565,Mad Max: Fury Road,2015,120,Action,8.1,833874.0,WB,154058340.0,6.0,10.0
285225,True Grit,2010,110,Drama,7.6,297965.0,Par.,171243005.0,1.0,2.0
285717,Beauty and the Beast,2010,90,Drama,3.1,1591.0,BV,218967620.0,2.0,6.0
286197,Champion,2003,166,Action,6.1,97.0,AAE,175232.0,1.0,6.0
286377,Limelight,2011,103,Documentary,6.7,421.0,Magn.,60335.0,1.0,7.0
286519,Ordinary People,2009,79,Drama,6.1,354.0,Par.,54766923.0,4.0,6.0
287839,Chinatown,2009,NaN,Mystery,5.5,11.0,Par.,29200000.0,1.0,11.0
288115,Gravity,2009,97,Crime,6.7,773.0,WB,274092705.0,7.0,10.0
288732,The Help,2011,146,Drama,8.1,409655.0,BV,169708112.0,1.0,4.0
288751,Gravity,2013,91,Drama,7.7,743779.0,WB,274092705.0,7.0,10.0
288911,No Man's Land,2013,118,Adventure,7.3,1922.0,MGM,1012153.0,1.0,1.0
291656,The King's Speech,2010,118,Biography,8.0,619106.0,Wein.,138797449.0,4.0,12.0
291842,The Fighter,2009,90,Action,4.4,62.0,Par.,93617009.0,2.0,7.0
292558,A Star Is Born,2018,136,Drama,7.7,305432.0,WB,4335968.0,1.0,8.0
292559,A Star Is Born,2018,136,Drama,7.7,305432.0,WB,4335968.0,1.0,4.0
292560,A Star Is Born,2018,136,Drama,7.7,305432.0,WB,4335968.0,2.0,7.0
293637,Beginners,2010,105,Comedy,7.2,85811.0,Focus,5790894.0,1.0,1.0
294340,Feast,2009,NaN,Horror,5.6,30.0,W/Dim.,56131.0,1.0,1.0
296089,Missing,2009,99,Thriller,6.0,541.0,Uni.,14000000.0,1.0,4.0
296503,The Girl with the Dragon Tattoo,2011,158,Crime,7.8,404703.0,MBox,10095170.0,1.0,5.0
298746,The Big Short,2015,130,Biography,7.8,337399.0,Par.,70259870.0,1.0,5.0
299150,Amour,2012,127,Drama,7.9,89272.0,SPC,6739492.0,1.0,5.0
299353,Midnight in Paris,2011,96,Comedy,7.7,371761.0,SPC,56817045.0,1.0,4.0
299429,The River,2002,50,Drama,6.7,201.0,Uni.,11489982.0,1.0,4.0
299476,Iris,2011,85,Drama,5.8,127.0,Mira.,5594617.0,1.0,3.0
299823,Frozen,2010,92,Fantasy,5.4,79.0,BV,400738009.0,2.0,2.0
300003,Kon-Tiki,2012,118,Adventure,7.2,43850.0,Wein.,1517410.0,1.0,1.0
300201,Monster,2010,85,Action,4.8,12.0,NM,34469210.0,1.0,1.0
301626,Inside Out,2011,93,Crime,4.5,1602.0,BV,356461711.0,1.0,2.0
301841,Inside Job,2010,109,Crime,8.2,67343.0,SPC,4312735.0,1.0,1.0
302496,Ghost,2010,115,Drama,5.7,241.0,Par.,217631306.0,2.0,5.0
302514,The Artist,2011,100,Comedy,7.9,223946.0,Wein.,44671682.0,5.0,10.0
302647,Freeheld,2015,103,Biography,6.6,11131.0,LGF,573335.0,1.0,1.0
302931,The Revenant,2015,156,Action,8.0,669166.0,Fox,183637894.0,3.0,12.0
304975,Pinocchio,2012,75,Animation,6.3,249.0,Dis.,84254167.0,2.0,2.0
304976,Pinocchio,2012,75,Animation,6.3,249.0,Mira.,3684305.0,2.0,2.0
305578,Working Girl,2010,151,Drama,7.7,7.0,Fox,63779477.0,1.0,6.0
305680,Tarzan,2013,94,Adventure,4.8,11954.0,BV,171091819.0,1.0,1.0
307073,The Box,2011,89,Drama,6.2,52.0,WB,15051977.0,1.0,1.0
310041,Avatar,2011,93,Horror,6.1,43.0,Fox,760507625.0,3.0,9.0
310394,Wilson,2017,94,Comedy,5.8,9465.0,FoxS,653951.0,5.0,10.0
310407,Anna Karenina,2012,129,Drama,6.6,88324.0,Focus,12816367.0,1.0,4.0
310886,Restoration,2011,102,Drama,6.8,211.0,Mira.,4005941.0,2.0,2.0
310905,The Salesman,2011,107,Drama,7.0,573.0,Cohen,2402067.0,1.0,1.0
311165,Zero Dark Thirty,2012,157,Drama,7.4,261572.0,Sony,95720716.0,1.0,5.0
313024,Traffic,2011,122,Action,8.1,3882.0,USA,124115725.0,4.0,5.0
313252,Black Panther,2018,134,Action,7.3,576671.0,BV,700059566.0,3.0,7.0
313342,The Artist,2011,100,Thriller,7.1,7.0,Wein.,44671682.0,5.0,10.0
313795,A Separation,2011,123,Drama,8.3,209458.0,SPC,7099055.0,1.0,2.0
314093,Great Expectations,2012,128,Drama,6.4,11862.0,Fox,26420672.0,2.0,5.0
315468,Django Unchained,2012,165,Drama,8.4,1287536.0,Wein.,162805434.0,2.0,5.0
315628,Blade Runner 2049,2017,164,Action,8.0,425695.0,WB,92054159.0,2.0,5.0
315893,Love Story,2011,96,Drama,7.5,26.0,Par.,106397186.0,1.0,7.0
317794,Spotlight,2015,129,Biography,8.1,394722.0,ORF,45055776.0,2.0,6.0
317981,Chinatown,2011,NaN,Comedy,3.7,442.0,Par.,29200000.0,1.0,11.0
318477,Joker,2012,104,Comedy,2.4,4817.0,UTV,169181.0,2.0,11.0
319479,The Last Days,2013,100,Horror,6.1,7564.0,Oct.,421432.0,1.0,1.0
323604,Somebody Up There Likes Me,2012,76,Comedy,5.8,1454.0,Trib.,89435.0,2.0,3.0
324131,12 Years a Slave,2013,134,Biography,8.1,611087.0,FoxS,56671993.0,3.0,9.0
326398,Dangerous Liaisons,2012,110,Drama,5.9,1743.0,WB,34670720.0,3.0,7.0
326415,Inside Out,2011,59,Family,7.4,17.0,BV,356461711.0,1.0,2.0
327508,The Imitation Game,2014,114,Biography,8.0,653289.0,Wein.,91125683.0,1.0,8.0
328396,Inside Out,2015,95,Adventure,8.2,577733.0,BV,356461711.0,1.0,2.0
329875,Hacksaw Ridge,2016,139,Biography,8.1,404169.0,LGF,67209615.0,2.0,6.0
330285,Searching for Sugar Man,2012,86,Biography,8.2,61455.0,SPC,3696196.0,1.0,1.0
330294,The House I Live In,2012,108,Documentary,7.9,5094.0,Abr.,210752.0,1.0,0.0
331044,The Accountant,2016,128,Action,7.3,248205.0,WB,86260045.0,1.0,1.0
332905,Ghost,2012,118,Horror,2.3,213.0,Par.,217631306.0,2.0,5.0
333148,American Sniper,2014,133,Action,7.3,421383.0,WB,350126372.0,1.0,6.0
335792,The Jungle Book,2014,64,Animation,6.9,62.0,Dis.,141843612.0,1.0,1.0
336810,Big Hero 6,2014,102,Action,7.8,393456.0,BV,222527828.0,1.0,1.0
336920,Love Story,2011,92,Romance,6.6,115.0,Par.,106397186.0,1.0,7.0
337724,King Solomon's Mines,1919,89,Adventure,6.4,13.0,Can.,15057465.0,2.0,3.0
338568,The Grand Budapest Hotel,2014,99,Adventure,8.1,672007.0,FoxS,59301324.0,4.0,9.0
339484,Frozen,2013,102,Adventure,7.4,552120.0,BV,400738009.0,2.0,2.0
340672,Beauty and the Beast,2014,112,Drama,6.4,18945.0,BV,218967620.0,2.0,6.0
341936,Blue Jasmine,2013,98,Drama,7.3,186157.0,SPC,33405481.0,1.0,3.0
342619,Unforgiven,2013,135,Action,7.1,2081.0,WB,101157447.0,4.0,9.0
343311,The Great Beauty,2013,141,Drama,7.8,76819.0,Jan.,2852400.0,1.0,1.0
343789,The Fog of War,2011,83,Horror,5.6,16.0,SPC,4198566.0,1.0,1.0
344740,Spectre,2015,148,Action,6.8,370309.0,Sony,200074609.0,1.0,1.0
344821,Coco,2017,105,Adventure,8.4,333513.0,BV,209726015.0,2.0,2.0
345793,20 Feet from Stardom,2013,91,Biography,7.4,11863.0,RTWC,4946445.0,1.0,1.0
345864,Mask,2015,79,Documentary,7.3,18.0,Uni.,48230162.0,1.0,1.0
348931,The Way We Were,2011,NaN,Drama,5.3,6.0,Col.,45000000.0,2.0,6.0
349486,Titanic,2012,NaN,Adventure,6.2,20.0,Par.,659363944.0,11.0,14.0
349487,Titanic,2012,NaN,Adventure,6.2,20.0,Par.,659363944.0,1.0,2.0
350865,Arrival,2016,116,Drama,7.9,559641.0,Par.,100546139.0,1.0,8.0
351059,The Queen,2012,104,Action,6.5,142.0,Mira.,56441711.0,1.0,6.0
352275,Whiplash,2014,106,Drama,8.5,670635.0,SPC,13092000.0,3.0,5.0
352870,Inside Out,2013,75,Biography,7.4,63.0,BV,356461711.0,1.0,2.0
352883,The Long Way Home,2013,112,Drama,7.3,660.0,7Art,60509.0,1.0,1.0
353886,Ben-Hur,2016,123,Action,5.7,40047.0,MGM,74000000.0,11.0,12.0
354981,Fences,2016,139,Drama,7.2,93198.0,Par.,57682904.0,1.0,4.0
356053,Ida,2013,82,Drama,7.4,50315.0,MBox,3827060.0,1.0,2.0
356651,Great Expectations,2013,145,Drama,6.8,73.0,Fox,26420672.0,2.0,5.0
357517,Beauty and the Beast,2017,129,Family,7.1,257728.0,BV,218967620.0,2.0,6.0
358514,Witness,2012,96,Action,5.3,12.0,Par.,68706993.0,2.0,8.0
360141,Amy,2015,128,Biography,7.8,46397.0,A24,8413144.0,1.0,1.0
361975,Traffic,2016,104,Adventure,6.7,2374.0,USA,124115725.0,4.0,5.0
362202,Zootopia,2016,108,Adventure,8.0,411092.0,BV,341268248.0,1.0,1.0
363241,The Theory of Everything,2014,123,Biography,7.7,382283.0,Focus,35893537.0,1.0,5.0
363829,Joker,2013,94,Action,5.5,12.0,UTV,169181.0,2.0,11.0
364005,Amy,2013,94,Horror,2.0,254.0,A24,8413144.0,1.0,1.0
364010,Coming Home,2014,86,Documentary,6.9,15.0,UA,32653905.0,3.0,8.0
364811,The Jungle Book,2016,106,Adventure,7.4,251151.0,Dis.,141843612.0,1.0,1.0
365829,Rocky,2013,136,Action,6.0,57.0,UA,117235147.0,3.0,10.0
366781,Being There,2011,56,Adventure,8.4,45.0,MGM,30177511.0,1.0,2.0
367578,Coming Home,2014,109,Drama,7.2,5057.0,UA,32653905.0,3.0,8.0
369120,Room,2015,118,Drama,8.1,345175.0,A24,14677654.0,1.0,4.0
369121,Room,2015,118,Drama,8.1,345175.0,7F,5228.0,1.0,4.0
371172,The Box,1998,NaN,Comedy,6.7,9.0,WB,15051977.0,1.0,1.0
373366,The Revenant,2012,80,Horror,5.7,21.0,Fox,183637894.0,3.0,12.0
373936,Still Alice,2014,101,Drama,7.5,122430.0,SPC,18754371.0,1.0,1.0
374020,Emma,2016,70,Thriller,3.7,147.0,Mira.,22231658.0,1.0,2.0
375873,A Separation,2013,70,Documentary,7.0,64.0,SPC,7099055.0,1.0,2.0
376671,Murder on the Orient Express,2017,114,Crime,6.5,196653.0,Par.,27634716.0,1.0,6.0
378848,The Hateful Eight,2015,168,Crime,7.8,485161.0,Wein.,54117416.0,1.0,3.0
379289,Sing,2016,108,Animation,7.1,126123.0,Uni.,270395425.0,1.0,1.0
379290,Sing,2016,108,Animation,7.1,126123.0,TriS,2260616.0,1.0,1.0
382411,The Long Way Home,2014,70,Documentary,8.8,9.0,7Art,60509.0,1.0,1.0
383742,Monster,2014,113,Action,6.5,900.0,NM,34469210.0,1.0,1.0
383848,Fantasia,2014,86,Drama,5.5,44.0,Dis.,76408097.0,2.0,0.0
387083,Bridge of Spies,2015,142,Drama,7.6,275744.0,BV,72313754.0,1.0,6.0
391007,La La Land,2016,128,Comedy,8.0,473768.0,LG/S,151101803.0,6.0,14.0
391789,Son of Saul,2015,107,Drama,7.5,42603.0,SPC,1777043.0,1.0,1.0
391931,A Midsummer Night's Dream,2014,144,Comedy,7.2,194.0,FoxS,16071990.0,2.0,11.0
392775,Aliens,2014,88,Comedy,2.5,10.0,Fox,85160248.0,2.0,7.0
392987,Restoration,2016,50,Sci-Fi,5.9,105.0,Mira.,4005941.0,2.0,2.0
398430,Manchester by the Sea,2016,137,Drama,7.8,231848.0,RAtt.,47695371.0,2.0,6.0
398496,Speed,2015,108,Drama,5.4,10.0,Fox,121248145.0,2.0,3.0
398700,Citizenfour,2014,114,Biography,8.1,50396.0,RTWC,2800870.0,1.0,1.0
399251,Traffic,2014,110,Documentary,9.2,64.0,USA,124115725.0,4.0,5.0
399362,Shine,2017,95,Drama,4.7,187.0,FL,35892330.0,1.0,7.0
400223,Rocky,2008,NaN,Romance,7.5,51.0,UA,117235147.0,3.0,10.0
402038,Iris,2014,79,Biography,7.2,4066.0,Mira.,5594617.0,1.0,3.0
402078,Limelight,2017,90,Drama,6.2,54.0,Magn.,60335.0,1.0,7.0
404424,Pinocchio,2015,96,Family,4.8,59.0,Dis.,84254167.0,2.0,2.0
404425,Pinocchio,2015,96,Family,4.8,59.0,Mira.,3684305.0,2.0,2.0
405155,Restoration,2014,47,Horror,7.3,7.0,Mira.,4005941.0,2.0,2.0
405476,Feast,2014,NaN,Horror,8.1,35.0,W/Dim.,56131.0,1.0,1.0
406599,The Long Way Home,2015,112,Action,6.5,252.0,7Art,60509.0,1.0,1.0
406964,Black Hawk Down,2014,57,Documentary,7.7,207.0,SonR,108638745.0,2.0,4.0
406965,Black Hawk Down,2006,58,Documentary,5.6,16.0,SonR,108638745.0,2.0,4.0
408012,The Fly,2015,48,Drama,6.4,13.0,Fox,40456565.0,1.0,1.0
409302,Milk,2015,91,Documentary,7.2,14.0,Focus,31841299.0,2.0,8.0
410704,Shaft,2019,111,Action,6.4,38878.0,Par.,70334258.0,1.0,2.0
412396,Restoration,2016,92,Horror,4.0,844.0,Mira.,4005941.0,2.0,2.0
413575,Darkest Hour,2017,125,Biography,7.4,157922.0,Focus,56468410.0,2.0,6.0
416444,Driving Miss Daisy,2014,100,Comedy,8.0,148.0,WB,106593296.0,4.0,9.0
419586,Affliction,2015,70,Documentary,5.4,7.0,Lions,6330054.0,1.0,2.0
419619,Coming Home,2016,88,Drama,4.0,7.0,UA,32653905.0,3.0,8.0
